gensim-tfidf0	gensim-tfidf1	gensim-tfidf2	gensim-tfidf3	gensim-tfidf4	gensim-tfidf5	gensim-tfidf6	gensim-tfidf7	gensim-tfidf8	gensim-tfidf9	gensim-tfidf10	gensim-tfidf11	gensim-tfidf12	gensim-tfidf13	gensim-tfidf14	gensim-tfidf15	gensim-tfidf16	gensim-tfidf17	gensim-tfidf18	gensim-tfidf19	gensim-tfidf20	gensim-tfidf21	gensim-tfidf22	gensim-tfidf23	gensim-tfidf24
0.01	0.01	0.01	0.01	0.797999999932	0.0100000000001	0.01	0.01	0.01	0.01	0.01	0.759999999996	0.01	0.01	0.0100000000031	0.01	0.01	0.01	0.0100000000006	0.01	0.01	0.01	0.01	0.01	0.01
0.0100000000009	0.0100000000008	0.0100000000004	0.0100000000006	0.0100000000011	0.0100000000007	0.0100000000007	0.0100000000006	0.0100000000003	0.0100000000004	0.0100000000004	0.0100000000008	0.0100000000003	0.0100000000003	0.0100000000004	0.0100000000007	0.0100000000006	0.0100000000004	0.0100000000006	0.010000000001	0.0100000000023	0.047999999846	0.0100000000007	0.0100000000005	0.0100000000003
0.0100000000024	1.79999938565e-12	4.30000479668e-11	0.0100000000016	2.69999994584e-12	0.0100000000018	0.0100000000017	0.0100000000016	0.0100000000009	0.0100000000011	0.010000000001	0.0100000000021	0.0100000000008	0.0100000000009	0.0100000000011	0.0100000000019	0.0100000000017	0.010000000001	0.0100000000015	0.0100000000027	0.0100000000061	0.0100000000022	0.0100000000019	0.0100000000014	0.0100000000008
0.0100000000016	0.0100000000013	0.0100000000006	0.0100000000011	0.0100000000018	0.0100000000013	0.450767264504	0.0100000000011	0.319232735465	0.0100000000007	0.797999999974	0.0100000000014	0.0100000000006	0.0100000000013	0.0100000000008	0.0100000000013	0.0100000000012	0.0100000000008	0.0100000000013	0.0100000000019	0.0100000000043	0.0100000000016	0.0100000000026	0.010000000001	0.0100000000005
0	0	0	0	0	0	0.208000000003	0	0	0	0	0	0	0	0	0	0	0	0.624062678867	0	0	0	0	0.400062678875	0
0.608000000005	0	0	0	0	0	0	0	0	0	0	0	0	0.207999999993	0	0	0	0	0	0	0	0	0	0.807999999731	0
0.01	0.01	0.01	0.259999999986	0.01	0.01	0.01	0.01	0.297999999985	0.01	0.01	0.01	0.0100000000042	0.01	0.0100000000001	0.01	0.0100000000001	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0	0	0	0	0	0	0	0	0	0	0.164269615299	0	0	0	0	0	0	0	0	0	0	0	0.172269615316	0	0
0.0100000000003	0.01	0.79799999999	0.0100000000008	0.0100000000002	0.01	0.01	0.01	0.0100000000355	0.01	0.01	0.01	0.759999999955	0.0100000000001	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000052	0.01	0.01	0.01	0.01
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649694516555	0.643027849889	0	0	0	0
0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333332	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.38120668379	0.525594465572	0.0033333333333	0.0033333333333	0.003333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333329	0.0033333333333	0.071054448448	0.0033333333334	0.0033333333333
0.01	0.01	0.01	0.0100000000001	0.01	0.01	0.010000000001	0.01	0.01	0.01	0.0100000000001	0.01	0.01	0.0100000000004	0.01	0.01	0.01	0.0100000000001	0.0100000000002	0.01	0.0100000000001	0.0100000000001	0.079999999994	0.01	0.01
0	0	0	0.17752650134	0	0	0	0	0	0	0	0	0	0.206097929907	0	0	0	0	0	0	0	0	0	0	0
0.0133333333336	0.0133333333333	0.194666666662	0.0133333333404	0.67999999999	0.0133333333335	0.0133333333333	0.0133333333333	0.0133333333334	0.0133333333342	0.0133333333335	0.0133333333335	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333338	0.0133333333333	0.594666666406	0.0133333333336	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333335
0	0	0	0	0.190878781559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185164495842	0	0	0	0	0
0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.333333333336	0.0133333333333	0.333333333333	9.99998694962e-14	0.0133333333333	0.0133333333333	0.0133333333333	1.99999738992e-13	0.0133333333333	1.49999977717e-12	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	1.39999990767e-12	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333
0	0	0	0	0	0	0	0	0.807999999704	0	0.839999999982	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0100000000018	0.397999126745	0.0100000000006	0.0100000000012	0.010000000002	0.0100000000014	0.0100000000013	0.0100000000012	0.0100000000007	0.0100000000008	0.0100000000008	0.0100000000016	0.0100000000007	0.0100000000007	0.351999125734	0.0100000000014	0.0100000000013	0.0100000000008	0.0100000000011	0.0100000000021	0.0100000010198	0.0100000000016	0.0100000000014	0.0100000000011	0.0100000000006
0	0.80799999996	0	0	0	0	0	0	0	0	0	0	0	0.807999999992	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.862857142845	0	0	0	0	0	0	0	0	0	0	0	0.715936717996	0	0	0.181841059769	0	0	0	0	0
