gensim-notfidf0	gensim-notfidf1	gensim-notfidf2	gensim-notfidf3	gensim-notfidf4	gensim-notfidf5	gensim-notfidf6	gensim-notfidf7	gensim-notfidf8	gensim-notfidf9	gensim-notfidf10	gensim-notfidf11	gensim-notfidf12	gensim-notfidf13	gensim-notfidf14	gensim-notfidf15	gensim-notfidf16	gensim-notfidf17	gensim-notfidf18	gensim-notfidf19	gensim-notfidf20	gensim-notfidf21	gensim-notfidf22	gensim-notfidf23	gensim-notfidf24
0.0133333333333	0.0033333333329	0.0133333333333	0.0133333333333	0.0033333333321	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.746666666661	0.0033333333342	0.0133333333333	0.0033333333337	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333896	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.669999999939	0.0033333333325
1.99999738992e-13	0.264763115938	8.00000690693e-13	9.99998694962e-14	1.99999738992e-13	9.99998694962e-14	9.99998694962e-14	0.01	9.99998694962e-14	4.99999347481e-13	9.99998694962e-14	9.99998694962e-14	0.01	9.99998694962e-14	0.264763115939	9.99998694962e-14	0.01	0.0100000000001	1.99999738992e-13	4.99999347481e-13	4.99999347481e-13	9.99998694962e-14	9.99998694962e-14	9.99998694962e-14	1.99999738992e-13
0	0	0	0	0	0.862857142843	0	0	0	0	0	0	0	0	0.207999989196	0	0.60800001066	0	0	0	0	0	0	0	0
0.01	0.079999999669	0.01	0.0100000000004	0.01	0.0100000000005	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000001	0.01	0.01	0.01	0.01	0.0100000000002	0.01	0.01	0.01	0.01	0.01	0.01
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177155231831	0	0	0.183821898497	0	0	0
0.0100000000023	0	0	0	0	0	0.0100000000046	0.807999999991	0	0.759999999991	0	0	0	0	0	0	0.0100000000004	0	0	0	0.0100000000013	0	0	0	0
0.0100000000027	0.0100000000011	0.0100000000008	0.0100000000024	0.0100000000036	0.0100000000011	0.0100000000016	0.01	0.0100000000011	0.047999999471	0.010000000001	0.0100000000011	0	0.0100000000019	0.0100000000074	0.0100000000012	0	0.0100000000008	0.0100000000021	0.0100000000019	0.0100000000006	0.0100000000016	0.0100000000013	0.0100000000011	0.0100000000026
0.0100000000011	0.0100000000004	0.0100000000002	0.010000000001	0.0100000000014	0.0100000000004	0.0100000000006	0.01	0.0100000000004	0.0100000000003	0.797999999498	0.0100000000002	0	0.0100000000008	0.0100000000029	0.0100000000005	0	0.0100000000003	0.75999999981	0.0100000000007	0.0100000000003	0.0100000000006	0.0100000000005	0.0100000000004	0.010000000001
0.0133333333335	0.0133333333333	0.080000000022	0.0133333333333	0.0133333333333	0.0033333333546	0.0133333333333	0.0133333333333	0.0133333333333	0.0033333333353	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0033333333318	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0033333333334	0.0033333333332
0.01	0.25000000009	0.01	9.12000006764e-11	0.249999999999	0.01	0.01	0.01	0.01	0.01	0.01	2.99999608488e-13	9.99998694962e-14	1.99999738992e-13	0.01	0.01	0.01	3.99999477985e-13	4.99999347481e-13	0.01	0.01	9.99998694962e-14	0.01	0.01	0.01
0.0100000000005	0.0100000000002	0.0100000000001	0.0100000000004	0.749999999988	0.0100000000002	0.0100000000002	0.01	0.0100000000006	0.0100000000001	0.0100000000002	2.89999968484e-12	0.01	0.0100000000003	0.472145694366	2.50000020685e-12	0.01	0.0100000000001	0.0100000000004	0.287854305623	4.00001212708e-13	0.0100000000003	0.0100000000002	0.0100000000002	0.0100000000004
0.0100000000005	0.0100000000001	0.0100000000001	0.0100000000003	0.0100000000004	0.0100000000005	0.0100000000003	0.01	0.0100000000001	0.0100000000001	0.0100000000001	0.01	0.0100000000001	0.0100000000002	4.69999594799e-11	0.0100000000009	0.0100000000007	0.0100000000001	0.0100000000002	0.0100000000002	0.0100000000001	0.0100000000002	0.0100000000001	4.69999993785e-11	0.0100000000003
0.0033333333333	0.0033333333337	0.0033333333333	0.0033333333333	0.0033333333337	0.0033333333333	0.0033333333332	0.0033333333329	0.0033333333346	0.0033333333326	0.0033333333333	0.0033333333314	0.0033333333333	0.0033333333333	0.003333334282	0.0033333333344	0.0033333333333	0.0033333333333	0.0033333333371	0.0033333333333	0.0033333333333	0.080000000953	0.0033333333333	0.0033333333338	0.0033333333333
0	0	0	0.759999999925	0.797999999921	0	0	0	0	0.0100000000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01	0.01	0.509999999995	0.01	0.0100000000007	0.0100000000042	0.01	0.01	0.01	0.0100000000007	0.310168228479	0.229382616834	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.004449154658	0.01	0.0100000000004	0.01	0.01
0	0	0	0	0.83999999999	0	0	0	0	0.839999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01	0.01	0.759999999985	0.01	0.01	0.01	0.0100000000006	0.01	0.01	0.01	0.0100000000099	0.0100000000001	0.0100000000001	0.0100000000008	0.01	0.01	0.01	0.0100000000013	0.01	0.01	0.01	0.01	0.01	0.82999999998	0.0100000000001
0.01	0.0100000000019	0.0100000000008	0.01	0.01	0.0100000000007	0.0100000000008	0.0100000000093	0.01	0.01	0.01	0.01	0.0100000000009	0.759999999985	0.797999999758	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000009
0	0	0	0	0	0	0	0	0	0	0	0	0	0.205122271261	0	0.21312227127	0	0	0	0	0	0	0	0	0
0	0.807999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807999999964	0	0	0	0	0	0
0.0100000000005	0.0100000000005	0.0100000000003	0.01	0.526265247061	0.456265247081	0.0100000000009	0.010000000001	0.0100000000004	0.0100000000017	0.0100000000002	0.0100000000002	0.0100000000002	0.0100000000004	0.0100000000004	0.010000000001	0.01	0.0100000000004	0.010000000002	0.01	0.0100000000018	0.0100000000007	0.01	0.01	0.01
0.0133333333357	0.0133333333342	0.794666666664	0.0133333333354	0.0133333333364	0.0133333333343	0.0133333333346	0.0133333333333	0.0133333333342	0.013333333334	0.0133333333342	0.0133333333337	0.0133333333333	0.013333333335	0.0133333333396	0.0133333333343	0.0133333333333	0.013333333334	0.679999999967	0.013333333335	0.0133333333339	0.0133333333347	0.0133333333345	0.0133333333342	0.0133333333355
1.00000042969e-12	0.01	2.50000020685e-12	9.99998694962e-14	9.00000560189e-13	7.99998955969e-13	0.01	0.01	1.20000016868e-12	0.01	0.01	0.01	2.09999899414e-12	0.01	0.01	0.445333482641	0.01	3.19999929332e-12	0.445333482629	0.01	1.99999738992e-13	0.01	0.01	9.99998694962e-14	2.89999968484e-12
0	0.0100000000004	0	0	0	0	0	0.0100000000008	0.048	0	0.0100000000019	0	0	0	0	0	0	0.0100000000008	0	0	0	0	0	0	0
0	0	0	0	0	0	0.807999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01	0.01	0.01	0.01	0.01	0.01	0.01	9.99998694962e-14	9.99998694962e-14	0.01	0.01	0.01	0.01	2.90000141956e-12	9.99998694962e-14	0.01	9.00000560189e-13	2.00001473716e-13	1.99999738992e-13	9.99998694962e-14	0.01	0.749999999977	0.01	0.749999999973	5.99999216977e-13
0.01	0.01	0.01	0.01	0.0100000000007	0.0100000000008	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.829999999985	0.01	0.01	0.01	0.01	0.01	0.759999999986	0.01	0.01	0.01	0.0100000000002
0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.267605204971	0.242290931464	0.0033333333333	0.0033333333334	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333331	0.10322946977	0.336666666665	0.0033333333333	0.0033333333333	0.0033333333333
0.01	0.0100000000061	0.01	0.01	0.01	0.01	0.0100000000007	0.0100000000025	0.01	0.01	0.01	0.01	0.048000000006	0.0100000000007	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000008
0	0.048000000001	0	0.0100000000004	0	0.0100000000025	0	0	0	0	0	0	0	0.01	0.01	0	0	0.0100000000002	0.0100000000002	0	0	0.0100000000001	0.0100000000004	0	0
0.010000000001	0.0100000000004	0.797999999911	0.0100000000012	0.0100000000014	0.0100000000004	0.0100000000005	0.01	0.0100000000004	0.0100000000003	0.0100000000004	0.0100000000002	0	0.0100000000007	0.451302463222	0.010000000001	0	0.0100000000003	0.0100000000008	0.0100000000007	0.0100000000002	0.318697536766	0.0100000000005	0.0100000000004	0.0100000000013
0.0133333333333	0.000272803205	0.0133333333333	0.0133333333357	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333346	0.0133333333333	0.0133333333333	0.000272803206	0.0133333333333	0.0133333333333	0.0133333333333
0.01	0.01	0.0099999999971	0.01	0.01	0.739999999996	0.01	0.01	0.01	0.0099999999991	0.01	0.51	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0099999999997	0.01
0	0	0	0	0	0.807999999907	0	0	0	0	0	0	0	0	0.807999999996	0	0	0	0	0	0	0	0	0	0
0	0.080372523345	0	0.0100000000017	0	0	0	0	0	0	0	0	0	0.01	0.01	0.16703919001	0	0	0.0100000000002	0	0	0.01	0	0	0
0.0133333333333	0.413333333332	0.0133333333333	0.336666666656	0.0133333333333	0.0133333333347	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333349	0.003333333333	0.013333333335	0.0033333333333	0.0033333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0033333333331	0.0133333333333	0.0133333333333	0.0033333333333	0.0133333333342	0.0133333333333	0.013333333338
0.0100000000003	0.0100000000001	0.749999999983	0.0100000000003	0.0100000000004	9.99998694962e-14	3.99999477985e-13	0.01	0.0100000000001	0.0100000000001	0.0100000000001	7.99998955969e-13	0.01	0.0100000000002	0.749999999981	0.0100000000001	0.01	1.99999738992e-13	0.0100000000002	0.0100000000002	0.0100000000006	0.0100000000002	0.0100000000001	0.0100000000001	0.0100000000003
0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.594666666667	0.194666666661	0.0133333333341	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.679999999997	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333341
0	0	0	0	0	0	0.199999999989	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0
0.0133333333336	0.0133333333333	0.0133333333333	0.0133333333351	0.0133333333333	0.0133333333338	0.0133333333333	0.0133333333333	0.0133333333348	0.128000000003	0.0133333333333	0.0133333333341	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333356	0.0133333333333	0.0133333333338	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333339
0	0	0	0	0.0100000000001	0.797999999995	0	0	0	0	0	0	0.0100000000002	0	0	0	0	0	0	0	0	0	0	0.76	0
0.0100000000004	0.0100000000007	0.749999999967	0	0.0100000000003	0.360981138884	0	0	0.0100000000004	0.389018861086	0	0	0.0100000000004	0	0	0	0	0.0100000000011	0.0100000000003	0	0	0	0.0100000000003	1.99999738992e-13	0.010000000001
0.596654742576	0	0.219345257404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807999999991	0	0	0	0
0.0100000000026	0.0100000000005	0.0100000000006	0.0100000000016	0.0100000000034	0.0100000000011	0.0100000000014	0.0099999999987	0.010000000001	0.0099999999985	0.0100000000009	0.0100000000004	0.01	0.0100000000018	0.509999999969	0.0100000000011	0.01	0.0100000000007	0.739999999971	0.0100000000008	0.0099999999853	0.0099999999989	0.0099999999998	0.010000000001	0.0100000000024
0.0133333333333	0.333333333333	9.99998694962e-14	9.00000560189e-13	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	9.99998694962e-14	0.0133333333333	0.0133333333333	1.30000003817e-12	0.0133333333333	0.333333333334	0.0133333333333	0.0133333333333	5.00001082204e-13	0.0133333333333	0.0133333333333	9.99998694962e-14	0.0133333333333	0.0133333333333	0.0133333333333
0.0033333333333	0.669999999996	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333323	0.0033333333333	0.0033333333333	0.0033333333333	0.746666666662	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333
0	0.058893520143	0	0	0	0	0	0	0	0	0	0.246854397311	0	0.180968486825	0	0	0	0	0.205175048022	0	0	0.148040030252	0	0	0
0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333345	0.0133333333333	0.0133333333333	0.679999999995	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.794666666639	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333353
0.0133333333339	0.0133333333338	0.0133333333333	0.496667072515	0.0033333333318	0.0033333333301	0.0133333333341	0.0133333333344	0.0033333333308	0.679999999989	0.0133333333333	0.0133333333336	0.0133333333335	0.0033333333286	0.0033333333322	0.0133333333343	0.0133333333333	0.0133333333337	0.0133333333354	0.0033333333279	0.0133333333352	0.003333333332	0.246666260796	0.0133333333333	0.0133333333333
0	0.142411648829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181078315496	0	0	0	0	0	0
0.0033333333327	0.0033333333331	0.0033333333332	0.0033333333328	0.0033333333325	0.0033333333331	0.003333333333	0.0033333333333	0.0033333333331	0.0033333333331	0.0033333333331	0.0033333333332	0.0033333333333	0.0033333333329	0.746666666655	0.003333333333	0.0033333333333	0.669999999995	0.003333333334	0.0033333333335	0.0033333333332	0.0033333333344	0.003333333333	0.00333333333	0.0033333333327
0.010000000001	0.01	0.01	0.01	0.759999999994	0.0100000000002	0.01	0.01	0.0100000000012	0.0100000000002	0.01	0.0100000000018	0.797999999997	0.01	0.01	0.01	0.01	0.0100000000012	0.0100000000004	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.0100000000001	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.197999999963	0.01	0.151999999964	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.063031121013	0.0100000000003	0.353552658471	0.0100000000004	0.01	0.01	0.01	0.01	0.01	0.01	0.242447341753	0.01	0.0100000000007	0.01	0.26	0.01	0.01	0.01	0.01	0.01	0.248968879214	0.0100000000002	0.01	0.01
0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.679999999993	0.0133333333333	0.0133333333333	0.0133333333364	0.0133333333333	0.0133333333333	0.746666666663	0.0033333333289	0.0133333333333	0.013333333336	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333349	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333
0	0	0	0	0	0	0	0	0	0	0.207999999994	0	0	0	0	0	0	0	0.068980964515	0	0	0	0	0	0.276980964527
0	0	0	0	0	0	0.462638009021	0.617015354658	0	0	0	0	0	0	0	0	0	0	0	0	0.154377345628	0	0	0	0
0	0	0	1.05000008688e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01	0.0100000002484	0.01	0.01	0.01	0.797999999987	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.010000000004	0.759999999747	0.01	0.01	0.01	0.0100000000001	0.01	0.01	0.01
0.0100000000021	0.01	0.01	0.01	0.829999999995	0.01	0.259999999992	0.01	0.01	0.0100000000007	0.0100000000009	0.0100000000014	0.01	0.01	0.01	0.01	0.0100000000019	0.01	0.01	0.01	0.0100000000012	0.01	0.509999999992	0.0100000000065	0.01
0.0033333333329	0.003333333333	0.0033333333321	0.0033333333103	0.0033333333327	0.0033333333333	0.0033333333333	0.496666666632	0.0033333333333	0.0033333333326	0.0033333333333	0.0033333333324	0.0033333333301	0.0033333333318	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.420000000001	0.0033333333326	0.0033333333309	0.0033333333333	0.0033333333326	0.0033333333332	0.0033333333333
0.01	0.01	0.0100000000061	0.0100000000022	0.01	0.0100000000007	0.0100000000007	0.0100000000002	0.01	0.01	0.0100000000007	0.0100000000009	0.759999999984	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000004	0.0100000000009	0.797999999936
0.0033333333324	0.0033333333333	0.0033333333376	0.0033333333329	0.0033333333333	0.746666666654	0.0033333333333	0.0033333333314	0.0033333333333	0.669999999989	0.0033333333328	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333321	0.0033333333333	0.0033333333333	0.0033333333329	0.0033333333333	0.0033333333331	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333336	0.0033333333331
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398647542508	0	0	0	0	0	0.405314209173	0	0	0
0	0	0	0	0.407999999995	0	0	0	0	0.213446182148	0	0	0	0	0.381503366084	0.208000000002	0	0	0	0	0	0.021050451763	0	0	0
0.759999999983	0.01	0.01	0.0100000000005	0.01	0.01	0.01	0.01	0.0100000000043	0.797999999652	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000007	0.01	0.01	0.01	0.0100000000087	0.01	0.01
0.0099999999991	0.0099999999968	0.0099999999998	0.73999999998	0.0099999999988	0.0099999999996	0.0099999999995	0.01	0.0099999999996	0.0099999999997	0.0099999999997	0.0099999999999	0.01	0.0099999999994	0.0099999999975	0.0099999999996	0.0100000000217	0.509999999974	0.0099999999993	0.0099999999994	0.0099999999998	0.0099999999995	0.0099999999996	0.0099999999981	0.0099999999991
9.00000560189e-13	0.0100000000003	0.115204393271	0.010000000217	0.0100000000006	0.0100000000002	2.69999994584e-12	0.394795606508	0.499999999999	0.0100000000005	0.01	0.0100000000005	0.0100000000024	6.000009517e-13	0.01	0.01	0.01	0.01	0.01	0.0100000000005	0.0100000000018	6.000009517e-13	1.99999738992e-13	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.759999999892	0.0100000001072	0.01	0.01	0.01	0.197997535742	0.01	0.198002464251	0.0100000000009	0.01	0.01	0.01	0.01	0.01	0.01	0.398000000006	0.01	0.01	0.01	0.01
0.0100000000012	0.0100000000005	0.0100000000003	0.010000000001	0.0100000000015	0.0100000000005	0.0100000000006	0.01	0.0100000000006	0.0100000000004	0.0100000000004	0.20889754674	0.01	0.0100000000008	0.0100000000032	0.0100000000005	0.01	0.0100000000003	0.0100000000009	0.162897546736	0.0100000000003	0.0100000000007	0.0100000000006	0.0100000000005	0.0100000000011
1.49999977717e-12	5.99999216977e-13	2.99999608488e-13	1.30000003817e-12	1.99999912465e-12	5.99999216977e-13	7.99998955969e-13	0.01	5.99999216977e-13	3.99999477985e-13	4.99999347481e-13	0.549001426676	1.00000042969e-12	1.00000042969e-12	0.200998573296	4.99999347481e-13	0.749999999992	3.99999477985e-13	1.10000029918e-12	1.00000042969e-12	3.99999477985e-13	1.69999951616e-12	6.99999086473e-13	1.69999951616e-12	1.39999990767e-12
0.0100000000011	0.19800000001	0.0100000000002	0.0100000000025	0.0100000000014	0.0100000000004	0.0100000000006	0.01	0.0100000000004	0.0100000000003	0.0100000000004	0.0100000000002	0.597999999983	0.0100000000007	0.0100000000029	0.0100000000005	0.01	0.0100000000003	0.759999999981	0.0100000000007	0.0100000000005	0.0100000000008	0.0100000000005	0.0100000000004	0.010000000001
0	0.207999999546	0	0	0	0	0	0	0	0	0	0.608000000444	0	0	0	0	0	0	0	0	0	0.839999999993	0	0	0
0	0	0	0	0	0	0	0.807999999986	0	0	0.208000000001	0	0	0	0	0	0	0	0	0.607999999998	0	0	0	0	0
0.01	0.01	0.01	0.0100000000001	0.01	0.35200000001	0.01	0.01	0.01	0.0100000000002	0.01	0.01	0.01	0.01	0.01	0.0100000000013	0.01	0.01	0.0100000000006	0.397999999996	0.0100000000002	0.01	0.01	0.01	0.01
0	0.20800000002	0	0.284447906407	0	0	0	0	0	0	0	0.25050439388	0.166056487493	0	0	0	0	0	0	0	0	0	0	0	0
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.797999999987	0.01	0.01	0.01	0.01	0.759999999992	0.01	0.01	0.0100000000014	0.01	0.01	0.01	0.0100000000008	0.0100000000008	0.01	0.0100000000005	0.0100000000039
0	0	0	0	0	0	0.664093518477	0.657426851818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0033333333333	0.0033333333333	0.0033333333333	0.086666665189	0.0033333333333	0.0033333333333	0.336666668359	0.0033333333533	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.246666660257	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333	0.246666673312	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333333
0.01	0.082679689291	0.01	0.0100000000022	0.01	0.01	0.0100000000006	0.0100000000031	0.01	0.01	0.01	0.01	0.01	0.01	0.15934635596	0.01	0.01	0.01	0.0100000000009	0.01	0.01	0.0100000000002	0.01	0.01	0.01
0	0.154420873998	0	0	0.714150554382	0	0	0	0	0	0	0	0	0	0	0	0	0.839999999983	0	0	0	0	0	0	0
0.0133333333365	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333386	0.0133333333333	0.0133333333333	0.0133333333345	0.0133333333333	0.0133333333333	0.0133333333346	0.0133333333333	0.594666666665	0.0133333333333	0.0133333333339	0.0133333333333	0.0133333333333	0.0133333333333	0.471999999989	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333
0.199044926652	0	0	0	0	0	0.204759212365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0133333333333	0.333333333329	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	6.000009517e-13	0.0133333333333	0.666666666665	0.0133333333333	0.0133333333333	0.333333333338	0.0133333333333	1.10000029918e-12	0.0133333333333	0.0133333333333	0.0133333333333
0	0	0	0	0.40799999768	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83999999999	0	0	0	0	0.408000002317	0
0.0100000000021	0.0100000000008	0.0100000000005	0.0100000000019	0.0100000000028	0.0100000000009	0.0100000000441	0.0100000000002	0.0100000000008	0.0100000000006	0.0100000000008	0.0100000000003	0.01	0.0100000000015	0.0100000000057	0.0100000000009	0.01	0.0100000000006	0.0100000000017	0.0100000000015	0.797999999332	0.0100000000012	0.010000000001	0.759999999927	0.010000000002
0	0	0	0	0	0	0	0	0	0	0	0.807999999985	0.807999999995	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862857142846	0	0	0	0	0	0.893333333326
0.0066666666662	0.0066666666663	0.0066666666652	0.0066666665911	0.006666666666	0.0066666666667	0.0066666666667	0.0066666666651	0.0066666666667	0.0066666666658	0.0066666666667	0.0066666666659	0.0066666666629	0.15999999991	0.0066666666667	0.0066666666667	0.0066666666667	0.0066666666666	0.0066666666667	0.0066666666658	0.0066666666638	0.0066666666667	0.0066666666658	0.0066666666667	0.0066666666667
0	0	0	0	0	0	0	0.807999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839999999985	0	0	0
0.01	0.01	0.01	0.01	0.01	0.01	0.210091504065	0.289908495934	0.01	0.01	0.25	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.75	0.01	0.01	1.99999738992e-13	0.01	4.99999347481e-13	0.01
